actent,adapt_actor_grad_norm_mean,adapt_actor_loss_mean,adapt_actor_steps_mean,adapt_actor_update_rms_mean,adapt_adapt_triggers_mean,agent_seed,canonical_stage,checkpoint_kind,complete,compute_actor_updates_mean,compute_actor_updates_sum,compute_adapt_seconds_mean,compute_adapt_seconds_sum,compute_after_probe_seconds_mean,compute_after_probe_seconds_sum,compute_before_probe_seconds_mean,compute_before_probe_seconds_sum,compute_cheap_seconds_mean,compute_cheap_seconds_sum,compute_consequence_seconds_mean,compute_consequence_seconds_sum,compute_imagined_transitions_mean,compute_imagined_transitions_sum,compute_posterior_samples_mean,compute_posterior_samples_sum,compute_rejected_actor_updates_mean,compute_rejected_actor_updates_sum,compute_tentative_actor_updates_mean,compute_tentative_actor_updates_sum,compute_training_rollout_seconds_mean,compute_training_rollout_seconds_sum,condition,deaths,environment_seed,environment_steps,episode_count_exact,episode_trace_count,episodes,evaluation_seconds,family,gate_actor_entropy_mean,gate_actor_entropy_sum,gate_after_reward_return_mean_mean,gate_after_reward_return_mean_sum,gate_after_success_rate_mean,gate_after_success_rate_sum,gate_baseline_pass_mean,gate_baseline_pass_sum,gate_before_reward_return_mean_mean,gate_before_reward_return_mean_sum,gate_before_success_rate_mean,gate_before_success_rate_sum,gate_cheap_pass_mean,gate_cheap_pass_sum,gate_consequence_evaluated_mean,gate_consequence_evaluated_sum,gate_consequence_pass_mean,gate_consequence_pass_sum,gate_enabled,gate_evaluated_mean,gate_evaluated_sum,gate_final_pass_mean,gate_final_pass_sum,gate_js_disagreement_mean,gate_js_disagreement_sum,gate_kind,gate_posterior_entropy_mean,gate_posterior_entropy_sum,gate_reject_streak_mean,gate_reject_streak_sum,gate_score_after_mean,gate_score_after_sum,gate_score_before_mean,gate_score_before_sum,gate_score_improvement_mean,gate_score_improvement_sum,gate_success_action_concentration_mean,gate_success_action_concentration_sum,gate_success_action_divergence_mean,gate_success_action_divergence_sum,gate_success_rate_mean,gate_success_rate_sum,gate_virtual_active_after_mean,gate_virtual_active_after_sum,gate_virtual_active_before_mean,gate_virtual_active_before_sum,goal,horizon,integrity_equal,last_step,logdir,mean_action_length,median_action_length,objective,objective_label,paired_rng_verified,persistence,persistent_frozen_component_violations,policy_mode,replicate,requested_episodes,reset_count,returncode,seed,source_checkpoint,steps_per_second,success_rate,successes,trace_rows,virtual_active_every,virtual_deactivate_after,virtual_dormant_every,warmup_episodes,warmup_seconds
0.0,nan,nan,nan,nan,nan,131000,stage5b2,source,True,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,no_ir,0,121000,6828,True,50,50,816.8646804649616,no_ir,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,False,nan,0.0,nan,0.0,nan,0.0,none,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,kill_goblin,15,True,7029,/home/localadmin/imagined_rehearsal/logs/rlscape/m4_reservoir_3goal_500k_seed0/stage5b2_virtual_update_gate/evaluations/replicate_00/no_ir/kill_goblin/sampled/attempt_01,135.56,160.5,standard,no_ir,True,episode,{},sampled,0,50,51,0,121000,/home/localadmin/imagined_rehearsal/logs/rlscape/m4_reservoir_3goal_500k_seed0/stage4a_counterfactual_head_repair/checkpoints/counterfactual_bounded,8.358789605291154,0.52,26,6828,0,0,0,1,37.59811222902499
0.0,nan,nan,nan,nan,nan,131000,stage5b2,source,True,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,no_ir,0,121000,3991,True,25,25,477.7461995539488,no_ir,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,False,nan,0.0,nan,0.0,nan,0.0,none,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,kill_goblin,15,True,4192,/home/localadmin/imagined_rehearsal/logs/rlscape/m4_reservoir_3goal_500k_seed0/stage5b2_virtual_update_gate/evaluations/replicate_00/no_ir/kill_goblin/deterministic/attempt_01,158.64,200.0,standard,no_ir,True,episode,{},deterministic,0,25,26,0,121000,/home/localadmin/imagined_rehearsal/logs/rlscape/m4_reservoir_3goal_500k_seed0/stage4a_counterfactual_head_repair/checkpoints/counterfactual_bounded,8.35380795017569,0.32,8,3991,0,0,0,1,33.32085014099721
0.0,0.06156251362063601,0.012544210140028959,125.1,1.6100416271602754e-05,125.1,131000,stage5b2,source,True,1.0,6255.0,0.014280245233651736,89.32293393649161,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,1920.0,12009600.0,128.0,800640.0,nan,0.0,nan,0.0,nan,0.0,always_reward_only,0,121000,6305,True,50,50,818.1179078570567,always,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,1.0,6255.0,nan,0.0,none,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,kill_goblin,15,True,6366,/home/localadmin/imagined_rehearsal/logs/rlscape/m4_reservoir_3goal_500k_seed0/stage5b2_virtual_update_gate/evaluations/replicate_00/always_reward_only/kill_goblin/sampled/attempt_01,125.1,121.5,reward_only,reward_only,True,episode,{},sampled,0,50,51,0,121000,/home/localadmin/imagined_rehearsal/logs/rlscape/m4_reservoir_3goal_500k_seed0/stage4a_counterfactual_head_repair/checkpoints/counterfactual_bounded,7.70671310265662,0.7,35,6305,0,0,0,1,20.21123041899409
0.0,0.061635717011512305,0.01225535056253225,101.16,1.7377692664939423e-05,101.16,131000,stage5b2,source,True,1.0,2529.0,0.014248777025137296,36.03515709657222,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,1920.0,4855680.0,128.0,323712.0,nan,0.0,nan,0.0,nan,0.0,always_reward_only,0,121000,2554,True,25,25,330.9641839109827,always,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,1.0,2529.0,nan,0.0,none,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,kill_goblin,15,True,2755,/home/localadmin/imagined_rehearsal/logs/rlscape/m4_reservoir_3goal_500k_seed0/stage5b2_virtual_update_gate/evaluations/replicate_00/always_reward_only/kill_goblin/deterministic/attempt_01,101.16,84.0,reward_only,reward_only,True,episode,{},deterministic,0,25,26,0,121000,/home/localadmin/imagined_rehearsal/logs/rlscape/m4_reservoir_3goal_500k_seed0/stage4a_counterfactual_head_repair/checkpoints/counterfactual_bounded,7.716847091487498,0.84,21,2554,0,0,0,1,37.74631236598361
0.0,0.03635081852585497,0.007289623141845713,53.16,1.9578686304102844e-05,34.14,131000,stage5b2,source,True,0.6422121896162528,1707.0,0.008945865133508165,23.778109524864703,0.006773355142952716,18.00357796996832,0.006785249941266843,18.03519434388727,0.0,0.0,0.02054473501682685,54.60790567472577,5760.0,15310080.0,384.0,1020672.0,0.3577878103837472,951.0,1.0,2658.0,0.006986129920694212,18.569133329205215,virtual_reward_dormant_25,0,121000,6810,True,50,50,937.2760009920457,virtual_update,nan,0.0,0.09546032666432439,253.7335482737742,0.10831687358916478,287.90625,1.0,2658.0,0.0883902371188736,234.94125026196605,0.10103931527464259,268.5625,1.0,2658.0,1.0,2658.0,0.6422121896162528,1707.0,True,1.0,2658.0,0.6422121896162528,1707.0,nan,0.0,virtual_update,nan,0.0,0.46990218209179835,1249.0,0.09546032666432439,253.7335482737742,0.0883902371188736,234.94125026196605,0.007070089546329668,18.792298014144258,nan,0.0,nan,0.0,nan,0.0,0.9311512415349887,2475.0,0.9224981188863808,2452.0,kill_goblin,15,True,6999,/home/localadmin/imagined_rehearsal/logs/rlscape/m4_reservoir_3goal_500k_seed0/stage5b2_virtual_update_gate/evaluations/replicate_00/virtual_reward_dormant_25/kill_goblin/sampled/attempt_01,135.2,152.5,reward_only,reward_only,True,episode,{},sampled,0,50,51,0,121000,/home/localadmin/imagined_rehearsal/logs/rlscape/m4_reservoir_3goal_500k_seed0/stage4a_counterfactual_head_repair/checkpoints/counterfactual_bounded,7.265736018837629,0.52,26,6810,1,3,25,1,41.78988996299449
0.0,0.06258567914123146,0.013027298779111636,59.84,1.9521521253409873e-05,40.84,131000,stage5b2,source,True,0.6824866310160428,1021.0,0.008925203526240679,13.352104475256056,0.006779518782753836,10.142160098999739,0.0067926161741354765,10.161753796506673,0.0,0.0,0.02056608914477342,30.76686936058104,5760.0,8616960.0,384.0,574464.0,0.3175133689839572,475.0,1.0,1496.0,0.006993954172943106,10.462955442722887,virtual_reward_dormant_25,0,121000,3333,True,25,25,468.2014250730863,virtual_update,nan,0.0,0.17183073625115963,257.0587814317348,0.1834109709224599,274.3828125,1.0,1496.0,0.1612572333656255,241.24082111497574,0.17371323529411764,259.875,1.0,1496.0,1.0,1496.0,0.6824866310160428,1021.0,True,1.0,1496.0,0.6824866310160428,1021.0,nan,0.0,virtual_update,nan,0.0,0.44585561497326204,667.0,0.17183073625115963,257.0587814317348,0.1612572333656255,241.24082111497574,0.010573502885726001,15.817960317046099,nan,0.0,nan,0.0,nan,0.0,0.9438502673796791,1412.0,0.9364973262032086,1401.0,kill_goblin,15,True,3534,/home/localadmin/imagined_rehearsal/logs/rlscape/m4_reservoir_3goal_500k_seed0/stage5b2_virtual_update_gate/evaluations/replicate_00/virtual_reward_dormant_25/kill_goblin/deterministic/attempt_01,132.32,133.0,reward_only,reward_only,True,episode,{},deterministic,0,25,26,0,121000,/home/localadmin/imagined_rehearsal/logs/rlscape/m4_reservoir_3goal_500k_seed0/stage4a_counterfactual_head_repair/checkpoints/counterfactual_bounded,7.118731002323879,0.64,16,3333,1,3,25,1,37.483457864960656
0.0,0.03345675780937465,0.006867206270846191,26.58,2.4494748623393433e-05,17.44,131000,stage5b2,source,True,0.6561324303987961,872.0,0.008847576981947174,11.758429809007794,0.006764210674398774,8.989635986275971,0.006773087255967861,9.001432963181287,0.0,0.0,0.020499242629443817,27.243493454530835,5760.0,7655040.0,384.0,510336.0,0.3438675696012039,457.0,1.0,1329.0,0.006961944706785648,9.252424515318125,virtual_reward_dormant_100,0,121000,6823,True,50,50,877.3212930989685,virtual_update,nan,0.0,0.1141986835011232,151.77005037299273,0.13097841422121898,174.0703125,1.0,1329.0,0.10566823735024997,140.4330874384822,0.12235468397291197,162.609375,1.0,1329.0,1.0,1329.0,0.6561324303987961,872.0,True,1.0,1329.0,0.6561324303987961,872.0,nan,0.0,virtual_update,nan,0.0,0.48683220466516175,647.0,0.1141986835011232,151.77005037299273,0.10566823735024997,140.4330874384822,0.00853044614342691,11.336962924614364,nan,0.0,nan,0.0,nan,0.0,0.945071482317532,1256.0,0.9390519187358917,1248.0,kill_goblin,15,True,6864,/home/localadmin/imagined_rehearsal/logs/rlscape/m4_reservoir_3goal_500k_seed0/stage5b2_virtual_update_gate/evaluations/replicate_00/virtual_reward_dormant_100/kill_goblin/sampled/attempt_01,135.46,200.0,reward_only,reward_only,True,episode,{},sampled,0,50,51,0,121000,/home/localadmin/imagined_rehearsal/logs/rlscape/m4_reservoir_3goal_500k_seed0/stage4a_counterfactual_head_repair/checkpoints/counterfactual_bounded,7.777082414013989,0.48,24,6823,1,3,100,1,18.40824145206716
0.0,0.027850850396700513,0.006792203170051517,23.64,2.52942456307666e-05,15.4,131000,stage5b2,source,True,0.6514382402707276,385.0,0.008735802581663009,5.162859325762838,0.006759621140699954,3.9949360941536725,0.006776382504488056,4.004842060152441,0.0,0.0,0.02051312432588155,12.123256476595998,5760.0,3404160.0,384.0,226944.0,0.34856175972927245,206.0,1.0,591.0,0.006977120652328389,4.123478305526078,virtual_reward_dormant_100,0,121000,3578,True,25,25,454.89017066790257,virtual_update,nan,0.0,0.10074430728243658,59.53988560392002,0.13422694585448391,79.328125,1.0,591.0,0.09312730445745582,55.03823693435639,0.12521150592216582,74.0,1.0,591.0,1.0,591.0,0.6514382402707276,385.0,True,1.0,591.0,0.6514382402707276,385.0,nan,0.0,virtual_update,nan,0.0,0.4653130287648054,275.0,0.10074430728243658,59.53988560392002,0.09312730445745582,55.03823693435639,0.0076170028252608435,4.501648669729159,nan,0.0,nan,0.0,nan,0.0,0.9357021996615905,553.0,0.9306260575296108,550.0,kill_goblin,15,True,3695,/home/localadmin/imagined_rehearsal/logs/rlscape/m4_reservoir_3goal_500k_seed0/stage5b2_virtual_update_gate/evaluations/replicate_00/virtual_reward_dormant_100/kill_goblin/deterministic/attempt_01,142.12,200.0,reward_only,reward_only,True,episode,{},deterministic,0,25,26,0,121000,/home/localadmin/imagined_rehearsal/logs/rlscape/m4_reservoir_3goal_500k_seed0/stage4a_counterfactual_head_repair/checkpoints/counterfactual_bounded,7.865634895444152,0.48,12,3578,1,3,100,1,31.764514635084197
0.0,nan,nan,nan,nan,nan,131000,stage5b2,source,True,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,no_ir,0,121000,6575,True,50,50,786.9078661710955,no_ir,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,False,nan,0.0,nan,0.0,nan,0.0,none,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,bury_bones,15,True,6776,/home/localadmin/imagined_rehearsal/logs/rlscape/m4_reservoir_3goal_500k_seed0/stage5b2_virtual_update_gate/evaluations/replicate_00/no_ir/bury_bones/sampled/attempt_01,130.5,171.5,standard,no_ir,True,episode,{},sampled,0,50,51,0,121000,/home/localadmin/imagined_rehearsal/logs/rlscape/m4_reservoir_3goal_500k_seed0/stage4a_counterfactual_head_repair/checkpoints/counterfactual_bounded,8.355488974830521,0.56,28,6575,0,0,0,1,33.33644932904281
0.0,nan,nan,nan,nan,nan,131000,stage5b2,source,True,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,no_ir,0,121000,5025,True,25,25,601.9583295029588,no_ir,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,False,nan,0.0,nan,0.0,nan,0.0,none,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,bury_bones,15,True,5226,/home/localadmin/imagined_rehearsal/logs/rlscape/m4_reservoir_3goal_500k_seed0/stage5b2_virtual_update_gate/evaluations/replicate_00/no_ir/bury_bones/deterministic/attempt_01,200.0,200.0,standard,no_ir,True,episode,{},deterministic,0,25,26,0,121000,/home/localadmin/imagined_rehearsal/logs/rlscape/m4_reservoir_3goal_500k_seed0/stage4a_counterfactual_head_repair/checkpoints/counterfactual_bounded,8.347753912050985,0.0,0,5025,0,0,0,1,37.462389698950574
